도서관코드,시도,시군구,취약계층서비스이용수_합계,취약계층서비스이용수_장애인,취약계층서비스이용수_노인,취약계층서비스이용수_다문화,취약계층관련예산_합계,취약계층관련예산_장애인,취약계층관련예산_노인,취약계층관련예산_다문화,취약계층공간_장애인,취약계층공간_노인,취약계층공간_다문화,어린이실,어린이서비스_이용수,어린이자료_인쇄수
2050144003,충남,금산군,5038,780,2202,2056,41332,12150,18711,10471,자료실내 코너,자료실내 코너,자료실내 코너,유,12079,34229
2050144004,충남,당진시,3788,226,728,2834,14637,4550,3424,6663,자료실내 코너,자료실내 코너,자료실내 코너,유,64484,44478
2050144005,충남,보령시,714,443,173,98,12260,7200,3653,1407,자료실내 코너,자료실내 코너,자료실내 코너,유,9956,44371
2050144006,충남,보령시,1258,158,1100,0,6888,2040,4848,0,자료실내 코너,자료실내 코너,자료실내 코너,유,3204,21104
2050144007,충남,부여군,3022,96,2662,264,31092,2760,24634,3698,자료실내 코너,자료실내 코너,자료실내 코너,유,3656,31385
2050144008,충남,서산시,156,52,52,52,4000,0,3000,1000,미설치,미설치,미설치,유,1913,40448
2050144009,충남,서천군,920,376,389,155,34176,9600,5275,19301,자료실내 코너,자료실내 코너,자료실내 코너,유,5034,26584
2050144010,충남,아산시,5833,76,5442,315,50238,600,37200,12438,자료실내 코너,자료실내 코너,자료실내 코너,유,10458,56064
2050144012,충남,예산군,713,19,694,0,53281,11214,29688,12379,자료실내 코너,자료실내 코너,자료실내 코너,유,4429,36305
2050144013,충남,천안시,4161,580,2660,921,24080,2160,18320,3600,자료실내 코너,자료실내 코너,자료실내 코너,유,20551,46228
2050144014,충남,청양군,1006,5,1000,1,10000,0,5000,5000,자료실내 코너,자료실내 코너,자료실내 코너,유,4800,38662
2050144019,충남,태안군,4958,248,2535,2175,12290,0,12290,0,미설치,미설치,자료실내 코너,유,12730,46745
2050144020,충남,홍성군,2136,212,1619,305,16978,3560,8120,5298,자료실내 코너,자료실내 코너,자료실내 코너,유,35560,39604
2050147013,경북,상주시,2225,0,2225,0,23159,1431,21539,189,자료실내 코너,미설치,자료실내 코너,유,3032,29473
2050147007,경북,안동시,869,357,366,146,8162,3000,2536,2626,자료실내 코너,자료실내 코너,자료실내 코너,유,10256,46065
2050147010,경북,안동시,959,338,621,0,7756,2460,2543,2753,자료실내 코너,자료실내 코너,자료실내 코너,유,5489,44740
2050147014,경북,문경시,1177,91,1069,17,6042,1983,3169,890,자료실내 코너,자료실내 코너,자료실내 코너,유,3583,14849
2050147015,대구,군위군,1351,43,1220,88,35854,25900,4850,5104,자료실내 코너,자료실내 코너,자료실내 코너,유,8946,28462
2050144011,세종,세종시,3956,46,3772,138,46087,2500,37911,5676,자료실내 코너,자료실내 코너,자료실내 코너,유,23477,53897
2050146022,전남,순천시,362,51,311,0,2605,0,2605,0,자료실내 코너,자료실내 코너,미설치,무,25733,19222
2050148026,경남,김해시,1198,99,535,564,34282,9302,3966,21014,자료실내 코너,자료실내 코너,미설치,유,126927,41862
2050148025,경남,창원시,6530,517,5684,329,14951,2400,8151,4400,자료실내 코너,자료실내 코너,자료실내 코너,유,206540,43057
2030141002,경기,수원시,3432,0,3432,0,0,0,0,0,미설치,자료실내 코너,미설치,유,9383,11215
2050124005,광주,광산구,7178,648,3946,2584,93270,7500,42520,43250,자료실내 코너,자료실내 코너,자료실내 코너,유,33113,38931
2050124002,광주,서구,7103,1368,8,5727,13101,8840,0,4261,별도 자료실,미설치,자료실내 코너,유,73581,45119
2050147011,경북,영주시,2641,340,2276,25,6494,3000,3265,229,미설치,자료실내 코너,자료실내 코너,유,3087,33231
2050111017,서울,강동구,31244,8067,22635,542,196929,18223,168880,9826,자료실내 코너,자료실내 코너,자료실내 코너,유,118365,49131
2050111021,서울,노원구,15528,457,14578,493,129236,9000,112856,7380,자료실내 코너,자료실내 코너,자료실내 코너,유,234879,43972
2050111018,서울,마포구,9384,8689,493,202,194712,33985,149358,11369,별도 자료실,자료실내 코너,자료실내 코너,유,105777,80393
2050145017,전북,군산시,1435,67,970,398,18090,6900,4340,6850,자료실내 코너,자료실내 코너,자료실내 코너,유,84091,41406
2050145018,전북,김제시,28,20,0,8,5290,2800,0,2490,자료실내 코너,자료실내 코너,자료실내 코너,유,19256,39597
2050145003,전북,남원시,2427,71,2349,7,28380,11300,13080,4000,자료실내 코너,자료실내 코너,자료실내 코너,유,11646,40589
2050145010,전북,부안군,15739,460,15264,15,85360,6640,69320,9400,미설치,미설치,자료실내 코너,유,18843,29287
2050145001,전북,익산시,4371,493,3749,129,15310,13055,0,2255,자료실내 코너,자료실내 코너,자료실내 코너,유,47906,53153
2050145016,전북,전주시,7940,715,6359,866,29451,9120,7275,13056,자료실내 코너,자료실내 코너,자료실내 코너,유,22834,82026
2050111020,서울,영등포구,31666,1228,28718,1720,188871,13804,157330,17737,자료실내 코너,자료실내 코너,자료실내 코너,유,118007,60754
2050124006,광주,북구,2770,5,2765,0,3520,0,3520,0,미설치,미설치,미설치,유,14028,13709
2050111019,서울,마포구,3973,633,3240,100,12885,2771,3063,7051,자료실내 코너,자료실내 코너,자료실내 코너,유,46527,41808
2050145014,전북,군산시,676,0,676,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,5829,19108
2050145007,전북,김제시,182,0,182,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,유,4046,15089
2050145013,전북,남원시,382,0,382,0,0,0,0,0,미설치,미설치,미설치,유,4294,12688
2050145002,전북,익산시,26,0,21,5,0,0,0,0,미설치,자료실내 코너,자료실내 코너,유,109,44175
2030141008,경기,고양시,23,5,6,12,0,0,0,0,자료실내 코너,자료실내 코너,미설치,유,308,4672
2060811018,서울,도봉구,1937,0,1937,0,240,0,240,0,미설치,미설치,미설치,,,
2060845002,전북,군산시,3423,309,3099,15,4131,1736,188,2207,자료실내 코너,자료실내 코너,자료실내 코너,,,
2030842001,강원,춘천시,22,18,4,0,1000,300,300,400,미설치,자료실내 코너,자료실내 코너,,,
2060811007,서울,성북구,298,7,288,3,1100,0,1100,0,미설치,자료실내 코너,자료실내 코너,,,
2060846003,전남,광양시,1920,70,1720,130,0,0,0,0,자료실내 코너,자료실내 코너,미설치,,,
2060843004,충북,음성군,1623,32,1591,0,884,884,0,0,자료실내 코너,자료실내 코너,미설치,,,
2060821005,부산,강서구,3526,93,3255,178,10276,0,0,10276,미설치,미설치,자료실내 코너,,,
2060846004,전남,곡성군,0,0,0,0,0,0,0,0,미설치,미설치,미설치,,,
2060811020,서울,구로구,1167,33,871,263,600,600,0,0,자료실내 코너,자료실내 코너,미설치,,,
2060844001,충남,금산군,384,384,0,0,8670,8670,0,0,미설치,미설치,미설치,,,
2060811003,서울,강서구,10121,43,10057,21,94832,625,94207,0,미설치,자료실내 코너,미설치,,,
2060848006,경남,김해시,1258,0,1248,10,5700,0,0,5700,미설치,미설치,미설치,,,
2030821001,부산,동래구,0,0,0,0,0,0,0,0,미설치,미설치,미설치,,,
2060848010,경남,진주시,1363,48,1252,63,796,0,0,796,자료실내 코너,미설치,자료실내 코너,,,
2060811001,서울,노원구,3660,46,2942,672,1357,1357,0,0,자료실내 코너,미설치,미설치,,,
2060822001,대구,달서구,7609,406,1573,5630,1639,636,310,693,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060811016,서울,동작구,459,233,226,0,2727,1827,900,0,자료실내 코너,자료실내 코너,미설치,,,
2060811017,서울,도봉구,1311,282,972,57,8820,0,5820,3000,자료실내 코너,자료실내 코너,미설치,,,
2060831002,울산,북구,126,5,121,0,233816,233816,0,0,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060846002,전남,목포시,0,0,0,0,0,0,0,0,미설치,미설치,자료실내 코너,,,
2030841001,경기,수원시,130,30,100,0,0,0,0,0,미설치,미설치,미설치,,,
2060823010,인천,부평구,323,6,269,48,2410,0,2410,0,미설치,자료실내 코너,미설치,,,
2060823001,인천,부평구,2662,44,2512,106,300,300,0,0,자료실내 코너,미설치,미설치,,,
2050825001,대전,중구,2102,769,1333,0,9604,8924,680,0,자료실내 코너,자료실내 코너,자료실내 코너,,,
2020125001,대전,서구,3735,188,3409,138,960,0,0,960,미설치,미설치,미설치,,,
2060822002,대구,서구,618,112,472,34,0,0,0,0,자료실내 코너,자료실내 코너,미설치,,,
2060844003,충남,서산시,131,131,0,0,4635,2010,0,2625,미설치,미설치,자료실내 코너,,,
2060811006,서울,송파구,2284,1420,630,234,8964,2981,2988,2995,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060846001,전남,순천시,926,208,354,364,0,0,0,0,자료실내 코너,미설치,미설치,,,
2060841004,경기,안양시,20912,3020,1710,16182,0,0,0,0,미설치,미설치,미설치,,,
2060831003,울산,남구,2843,5,2571,267,0,0,0,0,미설치,미설치,미설치,,,
2060824002,광주,광산구,5313,1,2070,3242,13474,0,1973,11501,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060811025,서울,노원구,1100,7,1085,8,0,0,0,0,미설치,미설치,미설치,,,
2060811029,서울,동대문구,286,0,234,52,1320,0,1320,0,미설치,미설치,미설치,,,
2060821001,부산,해운대구,9705,471,9204,30,0,0,0,0,미설치,미설치,자료실내 코너,,,
2060821004,부산,기장군,634,5,231,398,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060841017,경기,시흥시,4980,16,244,4720,6144,144,0,6000,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060845001,전북,정읍시,477,103,265,109,0,0,0,0,자료실내 코너,자료실내 코너,별도 자료실,,,
2060843002,충북,제천시,147,63,80,4,14363,4640,8624,1099,자료실내 코너,미설치,자료실내 코너,,,
2060848002,경남,창원시,3,3,0,0,0,0,0,0,자료실내 코너,미설치,미설치,,,
2060847001,경북,청도군,212,108,21,83,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060843001,충북,청주시,192,57,135,0,203,0,203,0,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060811030,서울,노원구,0,0,0,0,0,0,0,0,미설치,미설치,미설치,,,
2060843005,충북,충주시,2,1,1,0,180,180,0,0,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060842001,강원,화천군,468,0,52,416,0,0,0,0,미설치,미설치,미설치,,,
2030841002,경기,수원시,0,0,0,0,0,0,0,0,미설치,미설치,미설치,,,
2060811015,서울,동대문구,1086,0,829,257,1039,0,1039,0,미설치,자료실내 코너,미설치,,,
2030848001,경남,진주시,26,3,20,3,150,150,0,0,미설치,미설치,미설치,,,
2060811005,서울,강서구,3637,32,3605,0,4500,0,4500,0,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060111045,서울,도봉구,1025,0,1025,0,889,0,889,0,자료실내 코너,미설치,자료실내 코너,,,
2060111043,서울,동작구,195,22,173,0,0,0,0,0,자료실내 코너,미설치,미설치,,,
2060841003,경기,수원시,814,260,450,104,0,0,0,0,미설치,미설치,미설치,,,
2060848007,경남,사천시,0,0,0,0,0,0,0,0,미설치,미설치,자료실내 코너,,,
2060811022,서울,강북구,4188,9,0,4179,699,0,0,699,자료실내 코너,미설치,자료실내 코너,,,
2060849002,제주,서귀포시,246,7,227,12,6219,6219,0,0,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060811026,서울,중구,1560,0,1384,176,0,0,0,0,자료실내 코너,미설치,미설치,,,
2060821007,부산,수영구,1543,56,1270,217,5838,1979,0,3859,자료실내 코너,미설치,자료실내 코너,,,
2060841001,경기,수원시,414,78,299,37,0,0,0,0,자료실내 코너,자료실내 코너,미설치,,,
2060811023,서울,성북구,220,201,0,19,0,0,0,0,자료실내 코너,미설치,자료실내 코너,,,
2060841023,경기,의왕시,4508,106,3690,712,4663,0,1680,2983,자료실내 코너,자료실내 코너,별도 자료실,,,
2060849001,제주,제주시,84,16,0,68,2000,2000,0,0,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060811014,서울,중랑구,447,54,315,78,15581,11977,0,3604,자료실내 코너,미설치,자료실내 코너,,,
2060841002,경기,수원시,2623,794,1569,260,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060841008,경기,군포시,0,0,0,0,0,0,0,0,미설치,미설치,미설치,,,
2060823017,인천,계양구,685,0,685,0,0,0,0,0,자료실내 코너,미설치,미설치,,,
2060848008,경남,양산시,528,0,528,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060821002,부산,영도구,766,0,467,299,5800,0,0,5800,미설치,미설치,자료실내 코너,,,
2060841016,경기,이천시,441,56,65,320,4400,0,0,4400,자료실내 코너,미설치,자료실내 코너,,,
2060811032,서울,광진구,1036,10,840,186,0,0,0,0,자료실내 코너,미설치,미설치,,,
2060848011,경남,김해시,78,39,39,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060811012,서울,중구,0,0,0,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060821006,부산,동구,610,15,595,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060811021,서울,강남구,4387,836,3473,78,5963,2964,2399,600,자료실내 코너,자료실내 코너,미설치,,,
2060823011,인천,연수구,846,0,479,367,79000,18000,0,61000,미설치,미설치,별도 자료실,,,
2060811019,서울,송파구,2228,0,2228,0,600,0,600,0,미설치,미설치,미설치,,,
2060847002,경북,안동시,1777,73,469,1235,5662,0,1931,3731,자료실내 코너,미설치,자료실내 코너,,,
2060841006,경기,안산시,913,10,296,607,0,0,0,0,미설치,미설치,미설치,,,
2060124010,광주,서구,1044,864,0,180,9120,1000,0,8120,자료실내 코너,미설치,자료실내 코너,,,
2060811031,서울,동대문구,207,103,52,52,0,0,0,0,미설치,미설치,미설치,,,
2060831001,울산,북구,287,4,283,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060822005,대구,서구,154,0,82,72,0,0,0,0,자료실내 코너,자료실내 코너,미설치,,,
2060822004,대구,수성구,1334,180,1153,1,5378,0,0,5378,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060811013,서울,구로구,357,6,301,50,400,400,0,0,미설치,자료실내 코너,미설치,,,
2060811008,서울,서대문구,0,0,0,0,0,0,0,0,미설치,미설치,미설치,,,
2060811024,서울,마포구,3568,1683,1698,187,5330,5200,30,100,자료실내 코너,미설치,미설치,,,
2060841022,경기,성남시,1128,9,1119,0,1680,0,1680,0,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060841024,경기,성남시,3142,10,3132,0,0,0,0,0,미설치,미설치,자료실내 코너,,,
2060849003,제주,제주시,0,0,0,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060848001,경남,진주시,485,0,433,52,57618,56868,0,750,자료실내 코너,미설치,미설치,,,
2060843003,충북,청주시,565,35,478,52,1280,0,640,640,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060841018,경기,평택시,1046,475,469,102,2144,0,0,2144,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060841010,경기,고양시,12120,33,0,12087,12147,985,0,11162,자료실내 코너,자료실내 코너,별도 자료실,,,
2060841012,경기,고양시,216,36,164,16,985,0,985,0,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060841011,경기,고양시,10716,219,2860,7637,985,985,0,0,자료실내 코너,미설치,자료실내 코너,,,
2060845003,전북,남원시,132,24,36,72,0,0,0,0,자료실내 코너,미설치,미설치,,,
2060841005,경기,안산시,2649,21,630,1998,0,0,0,0,미설치,미설치,미설치,,,
2060841027,경기,안양시,382,0,329,53,8457,5432,3025,0,자료실내 코너,자료실내 코너,미설치,,,
2060841020,경기,오산시,15,15,0,0,1005,0,194,811,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060821003,부산,부산진구,102,7,95,0,0,0,0,0,자료실내 코너,자료실내 코너,자료실내 코너,,,
2050823001,인천,연수구,587,200,328,59,117000,42000,62400,12600,자료실내 코너,자료실내 코너,자료실내 코너,,,
2050811001,서울,종로구,1955,1010,348,597,29167,7325,0,21842,별도 자료실,자료실내 코너,별도 자료실,,,
2060844002,충남,아산시,414,104,107,203,35171,0,30040,5131,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060841026,경기,화성시,115,36,79,0,3000,0,3000,0,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060841015,경기,화성시,246,66,180,0,1000,0,500,500,자료실내 코너,자료실내 코너,자료실내 코너,,,
2060841021,경기,화성시,3005,308,658,2039,8058,1985,4080,1993,자료실내 코너,자료실내 코너,자료실내 코너,,,
