도서관코드,도서관_부지면적,도서관_건물_연면적,도서관_서비스_제공면적,총좌석수,어린이_열람석,노인및장애인_열람석
2060141214,4041.8,1116.97,790,215,121,1
2060141032,4841,4200,2008,676,77,2
2060141178,853,729,660,90,45,4
2060141155,5914,2813,1221,571,100,2
2060141186,75770,999,720,148,39,0
2060141031,2000,969,500,215,26,0
2060141166,6648,1078,480.5,85,10,0
2060141248,1998,998.34,528.41,61,10,2
2060141106,3992,1985,1022.5,291,57,2
2060141151,1610,1127,687.75,137,12,1
2060141076,1745,1999,824.9,164,55,0
2060141134,6815,4919,326,561,66,4
2060147025,928,1859,1656,180,66,2
2060147040,1248,1171,781,116,20,1
2060147002,7259,1743,1142,345,10,2
2060147003,5686,5029,2463,386,190,2
2060111044,435.8,852.45,592.83,195,51,4
2030122003,989,1174.03,1139.26,120,20,10
2060141269,508.74,1526.24,1148.6,400,25,2
2060148036,8137,1914.71,933,31,15,4
2060121021,1384.8,2996.75,1616,160,75,2
2060141042,4556,4499,2232,756,74,5
2060141044,49171,2620,1477,309,34,5
2060141105,2394,4574,1825,737,108,21
2060141043,6612,1965,1017,186,15,3
2060141139,8070,3907,1643,362,69,31
2060141147,1713,567,341,83,8,1
2060141195,43268,2931,1379,131,71,5
2060141041,4423,4506,1458,359,62,4
2060146026,1455,452,145,5,0,0
2060141082,7485,3602,3402,341,55,3
2060141264,585.08,471.82,388,92,35,0
2060141163,2628,3983,2075,296,46,15
2060147043,8287,4891,1977,416,136,6
2060141095,2501.2,3215.59,2179,329,100,1
2060141112,3000,5454,1154.8,245,38,2
2060141103,3920,4010,1945,297,52,4
2060141069,1322,2848.6,1411.75,282,78,3
2060141110,3172,6307,2755,322,33,6
2060141208,788,1956,795,286,74,5
2060122007,4032,2469,1404,230,57,7
2030122006,322.36,322.36,263.66,95,60,0
2060111053,329.06,329.06,292.66,68,20,0
2060111064,602,343,301,70,17,0
